feature,mean_shap_abs
is_month_to_month,1.255488957723684
monthly_charges,0.4941298789173483
charge_vs_avg,0.3831663136924701
internet_service,0.18899614282045807
contract_type,0.1870953913482588
online_security,0.16565266184787675
tenure,0.15729570680492874
tenure_bucket,0.14502595347067346
has_partner,0.1432401478956958
has_dependents,0.12508448706632533
